vehicle_id,owner,driver,vehicle_operator,vehicle_type_id,number_plate,fuel_type,vehicle_status
719,Owner_719,Driver_719,13,1,AB-15-AB-6303,Diesel,Available
720,Owner_720,Driver_720,10,3,AB-85-AB-4074,Diesel,Available
721,Owner_721,Driver_721,1,1,AB-10-AB-9596,Petrol,Available
722,Owner_722,Driver_722,17,5,AB-12-AB-1731,Petrol,In Use
723,Owner_723,Driver_723,15,4,AB-28-AB-5403,Diesel,Under Maintenance
724,Owner_724,Driver_724,7,2,AB-94-AB-2803,Electric,Available
725,Owner_725,Driver_725,4,5,AB-23-AB-2380,Petrol,Under Maintenance
726,Owner_726,Driver_726,12,1,AB-45-AB-1268,Petrol,Available
727,Owner_727,Driver_727,4,4,AB-86-AB-1278,Diesel,Available
728,Owner_728,Driver_728,12,1,AB-45-AB-5967,Electric,Under Maintenance
729,Owner_729,Driver_729,6,4,AB-68-AB-8081,Diesel,In Use
730,Owner_730,Driver_730,17,3,AB-30-AB-4285,Diesel,Under Maintenance
731,Owner_731,Driver_731,9,3,AB-54-AB-2577,Diesel,In Use
732,Owner_732,Driver_732,5,5,AB-98-AB-9055,Diesel,Available
733,Owner_733,Driver_733,14,3,AB-83-AB-3792,Diesel,Available
734,Owner_734,Driver_734,17,3,AB-79-AB-9417,Petrol,Under Maintenance
735,Owner_735,Driver_735,3,5,AB-93-AB-5802,Electric,Under Maintenance
736,Owner_736,Driver_736,20,5,AB-22-AB-8444,Diesel,Under Maintenance
737,Owner_737,Driver_737,18,4,AB-37-AB-8224,Electric,In Use
738,Owner_738,Driver_738,11,5,AB-76-AB-5228,Petrol,Available
739,Owner_739,Driver_739,16,4,AB-28-AB-7451,Electric,Available
740,Owner_740,Driver_740,10,2,AB-95-AB-6229,Petrol,Available
741,Owner_741,Driver_741,17,3,AB-59-AB-6139,Diesel,Under Maintenance
742,Owner_742,Driver_742,2,2,AB-56-AB-9077,Petrol,Available
743,Owner_743,Driver_743,8,1,AB-33-AB-9523,Electric,Under Maintenance
744,Owner_744,Driver_744,4,3,AB-43-AB-9716,Electric,In Use
745,Owner_745,Driver_745,19,3,AB-66-AB-6679,Diesel,In Use
746,Owner_746,Driver_746,14,2,AB-10-AB-3912,Diesel,In Use
747,Owner_747,Driver_747,3,5,AB-19-AB-9895,Petrol,Available
748,Owner_748,Driver_748,9,2,AB-51-AB-4167,Diesel,Under Maintenance
749,Owner_749,Driver_749,4,5,AB-99-AB-7166,Petrol,In Use
750,Owner_750,Driver_750,11,5,AB-85-AB-8886,Diesel,Under Maintenance
751,Owner_751,Driver_751,8,1,AB-28-AB-7974,Diesel,Under Maintenance
752,Owner_752,Driver_752,9,3,AB-43-AB-2752,Petrol,In Use
753,Owner_753,Driver_753,10,3,AB-72-AB-6959,Diesel,In Use
754,Owner_754,Driver_754,11,1,AB-98-AB-6629,Electric,Under Maintenance
755,Owner_755,Driver_755,12,3,AB-42-AB-1186,Petrol,Under Maintenance
756,Owner_756,Driver_756,12,3,AB-81-AB-9927,Petrol,Available
757,Owner_757,Driver_757,3,3,AB-83-AB-5222,Petrol,In Use
758,Owner_758,Driver_758,7,3,AB-57-AB-1414,Diesel,In Use
759,Owner_759,Driver_759,15,1,AB-33-AB-9223,Diesel,In Use
760,Owner_760,Driver_760,2,2,AB-82-AB-6004,Diesel,Under Maintenance
761,Owner_761,Driver_761,9,2,AB-21-AB-5334,Diesel,Under Maintenance
762,Owner_762,Driver_762,17,1,AB-99-AB-9139,Petrol,Under Maintenance
763,Owner_763,Driver_763,10,1,AB-69-AB-2853,Electric,Under Maintenance
764,Owner_764,Driver_764,6,2,AB-87-AB-8578,Petrol,In Use
765,Owner_765,Driver_765,13,5,AB-52-AB-7725,Petrol,Available
766,Owner_766,Driver_766,9,4,AB-43-AB-1465,Petrol,Available
767,Owner_767,Driver_767,18,4,AB-35-AB-2354,Diesel,Available
768,Owner_768,Driver_768,17,1,AB-53-AB-7120,Electric,In Use
769,Owner_769,Driver_769,7,3,AB-87-AB-3802,Diesel,Under Maintenance
770,Owner_770,Driver_770,1,5,AB-19-AB-1317,Petrol,In Use
771,Owner_771,Driver_771,2,5,AB-54-AB-2291,Petrol,Available
772,Owner_772,Driver_772,14,5,AB-30-AB-7057,Petrol,Under Maintenance
773,Owner_773,Driver_773,17,1,AB-41-AB-6590,Electric,Available
774,Owner_774,Driver_774,19,5,AB-21-AB-2200,Electric,Available
775,Owner_775,Driver_775,4,3,AB-40-AB-4860,Electric,In Use
776,Owner_776,Driver_776,14,3,AB-60-AB-6219,Diesel,In Use
777,Owner_777,Driver_777,4,5,AB-41-AB-2479,Petrol,Available
778,Owner_778,Driver_778,9,1,AB-81-AB-8162,Diesel,Available
779,Owner_779,Driver_779,13,3,AB-75-AB-9890,Diesel,Under Maintenance
780,Owner_780,Driver_780,16,2,AB-79-AB-4749,Diesel,In Use
781,Owner_781,Driver_781,13,2,AB-69-AB-6736,Petrol,Under Maintenance
782,Owner_782,Driver_782,5,3,AB-66-AB-2294,Electric,In Use
783,Owner_783,Driver_783,1,4,AB-13-AB-6304,Electric,In Use
784,Owner_784,Driver_784,18,2,AB-87-AB-1749,Electric,In Use
785,Owner_785,Driver_785,14,1,AB-83-AB-2717,Petrol,In Use
786,Owner_786,Driver_786,5,1,AB-44-AB-9532,Electric,In Use
787,Owner_787,Driver_787,20,4,AB-21-AB-5391,Petrol,In Use
788,Owner_788,Driver_788,10,4,AB-26-AB-9661,Electric,Under Maintenance
789,Owner_789,Driver_789,11,2,AB-53-AB-4492,Diesel,Under Maintenance
790,Owner_790,Driver_790,16,1,AB-11-AB-1850,Electric,Under Maintenance
791,Owner_791,Driver_791,20,4,AB-97-AB-1890,Electric,Available
792,Owner_792,Driver_792,16,1,AB-41-AB-9675,Petrol,Under Maintenance
793,Owner_793,Driver_793,2,1,AB-52-AB-6121,Petrol,Available
794,Owner_794,Driver_794,5,5,AB-43-AB-5964,Electric,Under Maintenance
795,Owner_795,Driver_795,5,1,AB-10-AB-9890,Petrol,Available
796,Owner_796,Driver_796,8,1,AB-39-AB-9051,Electric,Under Maintenance
797,Owner_797,Driver_797,7,3,AB-16-AB-6714,Diesel,Available
798,Owner_798,Driver_798,2,3,AB-54-AB-3272,Electric,In Use
799,Owner_799,Driver_799,12,4,AB-73-AB-5197,Electric,In Use
800,Owner_800,Driver_800,15,4,AB-60-AB-6120,Petrol,In Use
801,Owner_801,Driver_801,2,5,AB-98-AB-8799,Petrol,Under Maintenance
802,Owner_802,Driver_802,8,4,AB-53-AB-5855,Petrol,In Use
803,Owner_803,Driver_803,5,2,AB-43-AB-8319,Petrol,Under Maintenance
804,Owner_804,Driver_804,12,5,AB-45-AB-1866,Electric,Under Maintenance
805,Owner_805,Driver_805,9,3,AB-34-AB-2806,Electric,In Use
806,Owner_806,Driver_806,18,4,AB-53-AB-5536,Petrol,Under Maintenance
807,Owner_807,Driver_807,14,3,AB-50-AB-3118,Petrol,In Use
808,Owner_808,Driver_808,8,4,AB-45-AB-1578,Diesel,Under Maintenance
809,Owner_809,Driver_809,6,2,AB-85-AB-7863,Petrol,Under Maintenance
810,Owner_810,Driver_810,20,2,AB-29-AB-4271,Petrol,Available
811,Owner_811,Driver_811,1,3,AB-34-AB-7339,Electric,In Use
812,Owner_812,Driver_812,6,4,AB-17-AB-8014,Petrol,Under Maintenance
813,Owner_813,Driver_813,2,5,AB-58-AB-4457,Petrol,Under Maintenance
814,Owner_814,Driver_814,1,4,AB-54-AB-7615,Diesel,Available
815,Owner_815,Driver_815,19,3,AB-95-AB-7159,Electric,In Use
816,Owner_816,Driver_816,12,3,AB-52-AB-8128,Diesel,Available
817,Owner_817,Driver_817,17,4,AB-57-AB-4762,Diesel,In Use
818,Owner_818,Driver_818,2,4,AB-26-AB-1155,Electric,Available
819,Owner_819,Driver_819,2,4,AB-60-AB-3187,Petrol,In Use
820,Owner_820,Driver_820,15,5,AB-88-AB-9724,Diesel,Available
821,Owner_821,Driver_821,11,3,AB-47-AB-9371,Diesel,Available
822,Owner_822,Driver_822,4,1,AB-12-AB-1258,Diesel,In Use
823,Owner_823,Driver_823,11,5,AB-73-AB-9884,Electric,Under Maintenance
824,Owner_824,Driver_824,1,4,AB-84-AB-2814,Diesel,Under Maintenance
825,Owner_825,Driver_825,2,1,AB-36-AB-9719,Diesel,In Use
826,Owner_826,Driver_826,6,5,AB-22-AB-5334,Petrol,Available
827,Owner_827,Driver_827,8,3,AB-76-AB-9826,Petrol,Under Maintenance
828,Owner_828,Driver_828,8,4,AB-16-AB-5649,Diesel,Under Maintenance
829,Owner_829,Driver_829,1,3,AB-90-AB-1364,Petrol,Under Maintenance
830,Owner_830,Driver_830,10,5,AB-50-AB-7767,Electric,In Use
831,Owner_831,Driver_831,9,5,AB-52-AB-8592,Electric,In Use
832,Owner_832,Driver_832,6,4,AB-92-AB-9772,Petrol,Available
833,Owner_833,Driver_833,6,1,AB-22-AB-4423,Electric,Under Maintenance
834,Owner_834,Driver_834,18,1,AB-31-AB-9553,Petrol,In Use
835,Owner_835,Driver_835,14,3,AB-71-AB-4859,Petrol,Under Maintenance
836,Owner_836,Driver_836,1,4,AB-24-AB-7118,Electric,Available
837,Owner_837,Driver_837,16,5,AB-33-AB-7907,Diesel,Available
838,Owner_838,Driver_838,4,1,AB-70-AB-4521,Diesel,In Use
839,Owner_839,Driver_839,7,5,AB-61-AB-5838,Electric,Under Maintenance
840,Owner_840,Driver_840,10,3,AB-80-AB-7121,Diesel,Available
841,Owner_841,Driver_841,10,3,AB-67-AB-5624,Electric,Under Maintenance
842,Owner_842,Driver_842,7,3,AB-92-AB-4649,Electric,Under Maintenance
843,Owner_843,Driver_843,1,1,AB-61-AB-1856,Petrol,Under Maintenance
844,Owner_844,Driver_844,6,5,AB-20-AB-7123,Electric,In Use
845,Owner_845,Driver_845,5,1,AB-34-AB-4044,Electric,Under Maintenance
846,Owner_846,Driver_846,3,4,AB-85-AB-1570,Electric,Under Maintenance
847,Owner_847,Driver_847,8,1,AB-51-AB-6715,Electric,In Use
848,Owner_848,Driver_848,18,3,AB-38-AB-3531,Electric,Under Maintenance
849,Owner_849,Driver_849,20,4,AB-46-AB-8543,Petrol,Under Maintenance
850,Owner_850,Driver_850,1,2,AB-83-AB-9094,Electric,Under Maintenance
851,Owner_851,Driver_851,13,3,AB-12-AB-1116,Electric,Available
852,Owner_852,Driver_852,1,3,AB-12-AB-9364,Diesel,In Use
853,Owner_853,Driver_853,15,3,AB-87-AB-2601,Petrol,Under Maintenance
854,Owner_854,Driver_854,18,4,AB-37-AB-6284,Petrol,Under Maintenance
855,Owner_855,Driver_855,14,1,AB-51-AB-1404,Diesel,In Use
856,Owner_856,Driver_856,9,3,AB-43-AB-8870,Electric,In Use
857,Owner_857,Driver_857,15,5,AB-78-AB-9563,Electric,In Use
858,Owner_858,Driver_858,13,2,AB-23-AB-1327,Diesel,In Use
859,Owner_859,Driver_859,4,2,AB-78-AB-4444,Petrol,In Use
860,Owner_860,Driver_860,12,5,AB-72-AB-2984,Electric,Available
861,Owner_861,Driver_861,8,3,AB-91-AB-7708,Petrol,In Use
862,Owner_862,Driver_862,11,1,AB-69-AB-5215,Diesel,Available
863,Owner_863,Driver_863,18,2,AB-89-AB-1572,Diesel,In Use
864,Owner_864,Driver_864,3,5,AB-12-AB-4634,Diesel,Available
865,Owner_865,Driver_865,2,3,AB-62-AB-4309,Petrol,Under Maintenance
866,Owner_866,Driver_866,2,5,AB-71-AB-3173,Petrol,In Use
867,Owner_867,Driver_867,17,2,AB-85-AB-7635,Petrol,Under Maintenance
868,Owner_868,Driver_868,17,3,AB-32-AB-6964,Electric,Available
869,Owner_869,Driver_869,1,3,AB-53-AB-2669,Petrol,Available
870,Owner_870,Driver_870,16,3,AB-61-AB-7805,Electric,Under Maintenance
871,Owner_871,Driver_871,7,3,AB-75-AB-3988,Petrol,Available
872,Owner_872,Driver_872,20,1,AB-96-AB-5576,Electric,Under Maintenance
873,Owner_873,Driver_873,5,2,AB-49-AB-5205,Diesel,In Use
874,Owner_874,Driver_874,10,4,AB-10-AB-4139,Electric,Available
875,Owner_875,Driver_875,1,4,AB-91-AB-7158,Diesel,Available
876,Owner_876,Driver_876,20,3,AB-76-AB-8551,Electric,Under Maintenance
877,Owner_877,Driver_877,3,1,AB-70-AB-3984,Petrol,Available
878,Owner_878,Driver_878,8,4,AB-72-AB-5786,Diesel,Available
879,Owner_879,Driver_879,6,5,AB-21-AB-5784,Petrol,In Use
880,Owner_880,Driver_880,16,3,AB-87-AB-2470,Diesel,Available
881,Owner_881,Driver_881,19,1,AB-47-AB-6146,Petrol,Under Maintenance
882,Owner_882,Driver_882,13,4,AB-32-AB-7287,Diesel,Under Maintenance
883,Owner_883,Driver_883,3,3,AB-41-AB-2008,Electric,Available
884,Owner_884,Driver_884,1,5,AB-56-AB-4988,Diesel,In Use
885,Owner_885,Driver_885,10,4,AB-81-AB-2143,Electric,Available
886,Owner_886,Driver_886,5,2,AB-99-AB-7835,Electric,Available
887,Owner_887,Driver_887,19,5,AB-27-AB-3593,Electric,Under Maintenance
888,Owner_888,Driver_888,3,2,AB-34-AB-8585,Petrol,Under Maintenance
889,Owner_889,Driver_889,18,1,AB-82-AB-9085,Electric,Available
890,Owner_890,Driver_890,15,2,AB-16-AB-7518,Petrol,In Use
891,Owner_891,Driver_891,7,4,AB-14-AB-2635,Petrol,Available
892,Owner_892,Driver_892,4,3,AB-79-AB-9294,Electric,In Use
893,Owner_893,Driver_893,11,2,AB-82-AB-1660,Diesel,In Use
894,Owner_894,Driver_894,19,5,AB-75-AB-3478,Diesel,In Use
895,Owner_895,Driver_895,1,1,AB-89-AB-7514,Electric,In Use
896,Owner_896,Driver_896,5,4,AB-76-AB-3331,Petrol,Under Maintenance
897,Owner_897,Driver_897,7,4,AB-85-AB-5292,Diesel,In Use
898,Owner_898,Driver_898,12,1,AB-94-AB-7624,Diesel,In Use
899,Owner_899,Driver_899,11,5,AB-37-AB-8929,Diesel,Under Maintenance
900,Owner_900,Driver_900,9,4,AB-49-AB-1185,Electric,Available
901,Owner_901,Driver_901,13,5,AB-89-AB-3065,Diesel,In Use
902,Owner_902,Driver_902,20,3,AB-45-AB-8187,Electric,In Use
903,Owner_903,Driver_903,13,1,AB-97-AB-3869,Diesel,Available
904,Owner_904,Driver_904,12,2,AB-75-AB-8487,Diesel,In Use
905,Owner_905,Driver_905,1,3,AB-53-AB-5331,Petrol,In Use
906,Owner_906,Driver_906,5,2,AB-16-AB-2790,Petrol,Available
907,Owner_907,Driver_907,18,1,AB-59-AB-5569,Diesel,Available
908,Owner_908,Driver_908,16,1,AB-39-AB-6360,Electric,In Use
909,Owner_909,Driver_909,2,3,AB-75-AB-3736,Electric,In Use
910,Owner_910,Driver_910,4,5,AB-97-AB-5076,Diesel,Available
911,Owner_911,Driver_911,5,1,AB-12-AB-3283,Petrol,In Use
912,Owner_912,Driver_912,16,1,AB-24-AB-8680,Diesel,Available
913,Owner_913,Driver_913,19,2,AB-16-AB-4541,Petrol,Under Maintenance
914,Owner_914,Driver_914,5,3,AB-89-AB-3092,Diesel,Available
915,Owner_915,Driver_915,7,5,AB-61-AB-4253,Electric,In Use
916,Owner_916,Driver_916,20,5,AB-88-AB-9962,Electric,Under Maintenance
917,Owner_917,Driver_917,3,2,AB-16-AB-4480,Petrol,Available
918,Owner_918,Driver_918,19,2,AB-41-AB-8315,Diesel,In Use
919,Owner_919,Driver_919,2,2,AB-37-AB-5997,Diesel,Available
920,Owner_920,Driver_920,2,1,AB-95-AB-5043,Diesel,In Use
921,Owner_921,Driver_921,7,2,AB-44-AB-6706,Electric,Available
922,Owner_922,Driver_922,19,1,AB-87-AB-2558,Petrol,Under Maintenance
923,Owner_923,Driver_923,13,1,AB-53-AB-2820,Electric,Under Maintenance
924,Owner_924,Driver_924,12,2,AB-71-AB-5469,Diesel,Under Maintenance
925,Owner_925,Driver_925,19,1,AB-16-AB-6722,Electric,Under Maintenance
926,Owner_926,Driver_926,2,1,AB-46-AB-3184,Electric,In Use
927,Owner_927,Driver_927,14,1,AB-27-AB-5079,Diesel,Under Maintenance
928,Owner_928,Driver_928,15,5,AB-60-AB-3303,Petrol,Under Maintenance
929,Owner_929,Driver_929,12,5,AB-68-AB-4060,Electric,Under Maintenance
930,Owner_930,Driver_930,5,5,AB-68-AB-5286,Petrol,Available
931,Owner_931,Driver_931,9,5,AB-88-AB-9906,Electric,Available
932,Owner_932,Driver_932,1,2,AB-24-AB-1816,Diesel,Available
933,Owner_933,Driver_933,12,2,AB-41-AB-9105,Petrol,In Use
934,Owner_934,Driver_934,20,5,AB-35-AB-3275,Electric,Under Maintenance
935,Owner_935,Driver_935,3,4,AB-37-AB-3657,Diesel,Available
936,Owner_936,Driver_936,7,3,AB-59-AB-4862,Electric,Under Maintenance
937,Owner_937,Driver_937,2,4,AB-95-AB-2725,Electric,Available
938,Owner_938,Driver_938,1,5,AB-34-AB-2791,Diesel,In Use
939,Owner_939,Driver_939,7,5,AB-35-AB-2409,Diesel,Available
940,Owner_940,Driver_940,2,3,AB-54-AB-1443,Diesel,Available
941,Owner_941,Driver_941,3,5,AB-25-AB-5228,Electric,In Use
942,Owner_942,Driver_942,2,2,AB-16-AB-4805,Electric,Under Maintenance
943,Owner_943,Driver_943,15,4,AB-59-AB-7847,Diesel,In Use
944,Owner_944,Driver_944,6,4,AB-97-AB-8703,Petrol,Available
945,Owner_945,Driver_945,15,4,AB-50-AB-1570,Petrol,Under Maintenance
946,Owner_946,Driver_946,4,3,AB-19-AB-1524,Petrol,Under Maintenance
947,Owner_947,Driver_947,4,4,AB-95-AB-7074,Electric,Under Maintenance
948,Owner_948,Driver_948,18,2,AB-24-AB-3135,Electric,Available
949,Owner_949,Driver_949,1,1,AB-87-AB-7526,Electric,In Use
950,Owner_950,Driver_950,19,4,AB-91-AB-7802,Diesel,Available
951,Owner_951,Driver_951,7,4,AB-84-AB-1860,Petrol,In Use
952,Owner_952,Driver_952,15,2,AB-58-AB-3534,Diesel,Available
953,Owner_953,Driver_953,6,1,AB-59-AB-8467,Diesel,In Use
954,Owner_954,Driver_954,18,3,AB-21-AB-8452,Petrol,Under Maintenance
955,Owner_955,Driver_955,16,4,AB-15-AB-2044,Diesel,Available
956,Owner_956,Driver_956,7,5,AB-32-AB-8830,Diesel,Available
957,Owner_957,Driver_957,19,5,AB-86-AB-2830,Electric,In Use
958,Owner_958,Driver_958,14,2,AB-10-AB-2273,Diesel,In Use
959,Owner_959,Driver_959,12,3,AB-27-AB-7695,Diesel,Available
960,Owner_960,Driver_960,16,1,AB-73-AB-4200,Diesel,Available
961,Owner_961,Driver_961,17,3,AB-93-AB-9668,Diesel,Under Maintenance
962,Owner_962,Driver_962,6,1,AB-14-AB-4774,Electric,Under Maintenance
963,Owner_963,Driver_963,18,2,AB-21-AB-2714,Electric,In Use
964,Owner_964,Driver_964,9,5,AB-94-AB-7701,Petrol,In Use
965,Owner_965,Driver_965,2,2,AB-39-AB-5579,Electric,Under Maintenance
966,Owner_966,Driver_966,2,2,AB-90-AB-7498,Petrol,Available
967,Owner_967,Driver_967,18,5,AB-38-AB-8317,Petrol,Available
968,Owner_968,Driver_968,16,2,AB-11-AB-1272,Electric,Under Maintenance
969,Owner_969,Driver_969,4,5,AB-10-AB-5980,Electric,In Use
970,Owner_970,Driver_970,12,5,AB-25-AB-1569,Electric,Available
971,Owner_971,Driver_971,9,2,AB-12-AB-6874,Petrol,In Use
972,Owner_972,Driver_972,14,4,AB-19-AB-5956,Diesel,Available
973,Owner_973,Driver_973,15,4,AB-31-AB-4825,Diesel,In Use
974,Owner_974,Driver_974,9,5,AB-46-AB-3203,Petrol,Under Maintenance
975,Owner_975,Driver_975,10,2,AB-35-AB-9951,Diesel,Under Maintenance
976,Owner_976,Driver_976,12,2,AB-29-AB-9808,Electric,Available
977,Owner_977,Driver_977,14,2,AB-28-AB-6847,Diesel,Available
978,Owner_978,Driver_978,10,2,AB-66-AB-7075,Petrol,Available
979,Owner_979,Driver_979,19,4,AB-92-AB-8574,Petrol,Under Maintenance
980,Owner_980,Driver_980,5,3,AB-73-AB-4885,Electric,In Use
981,Owner_981,Driver_981,8,3,AB-26-AB-2827,Electric,In Use
982,Owner_982,Driver_982,7,3,AB-60-AB-1026,Petrol,In Use
983,Owner_983,Driver_983,6,5,AB-96-AB-6016,Petrol,Available
984,Owner_984,Driver_984,3,3,AB-72-AB-6125,Diesel,In Use
985,Owner_985,Driver_985,12,1,AB-56-AB-8950,Electric,In Use
986,Owner_986,Driver_986,18,4,AB-44-AB-1566,Electric,Available
987,Owner_987,Driver_987,1,4,AB-90-AB-2274,Petrol,In Use
988,Owner_988,Driver_988,10,2,AB-35-AB-9345,Petrol,In Use
989,Owner_989,Driver_989,19,2,AB-44-AB-1587,Diesel,In Use
990,Owner_990,Driver_990,9,2,AB-95-AB-2885,Petrol,Available
991,Owner_991,Driver_991,5,4,AB-15-AB-5362,Petrol,Available
992,Owner_992,Driver_992,14,4,AB-59-AB-7202,Petrol,Under Maintenance
993,Owner_993,Driver_993,4,2,AB-82-AB-5998,Electric,Available
994,Owner_994,Driver_994,9,4,AB-58-AB-2472,Electric,In Use
995,Owner_995,Driver_995,16,4,AB-64-AB-4277,Electric,In Use
996,Owner_996,Driver_996,8,4,AB-65-AB-5248,Electric,Available
997,Owner_997,Driver_997,3,1,AB-32-AB-2340,Electric,Under Maintenance
998,Owner_998,Driver_998,5,2,AB-77-AB-1693,Diesel,Under Maintenance
999,Owner_999,Driver_999,10,2,AB-62-AB-4001,Diesel,Available
1000,Owner_1000,Driver_1000,6,1,AB-27-AB-3716,Diesel,In Use
