id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
648,"[1, 2, 3, 4, 5]","[77, 31, 60, 20, 26]",214,648,3,15
649,"[1, 2, 3, 4, 5]","[32, 61, 40, 55, 47]",235,649,3,15
650,"[1, 2, 3, 4, 5]","[56, 46, 64, 70, 70]",306,650,3,15
651,"[1, 2, 3, 4, 5]","[17, 65, 17, 58, 59]",216,651,3,16
652,"[1, 2, 3, 4, 5]","[42, 76, 21, 27, 16]",182,652,3,16
653,"[1, 2, 3, 4, 5]","[33, 40, 18, 100, 20]",211,653,3,16
654,"[1, 2, 3, 4, 5]","[79, 93, 23, 77, 27]",299,654,3,16
655,"[1, 2, 3, 4, 5]","[78, 45, 35, 65, 76]",299,655,3,16
656,"[1, 2, 3, 4, 5]","[61, 19, 30, 94, 58]",262,656,3,16
657,"[1, 2, 3, 4, 5]","[30, 34, 84, 98, 23]",269,657,3,16
658,"[1, 2, 3, 4, 5]","[38, 34, 94, 66, 83]",315,658,3,16
659,"[1, 2, 3, 4, 5]","[61, 24, 85, 46, 53]",269,659,3,16
660,"[1, 2, 3, 4, 5]","[42, 33, 57, 32, 80]",244,660,3,16
661,"[1, 2, 3, 4, 5]","[55, 96, 65, 35, 66]",317,661,3,17
662,"[1, 2, 3, 4, 5]","[86, 30, 59, 82, 57]",314,662,3,17
663,"[1, 2, 3, 4, 5]","[78, 65, 47, 57, 98]",345,663,3,17
664,"[1, 2, 3, 4, 5]","[16, 73, 87, 74, 18]",268,664,3,17
665,"[1, 2, 3, 4, 5]","[64, 18, 54, 95, 62]",293,665,3,17
666,"[1, 2, 3, 4, 5]","[64, 17, 99, 30, 54]",264,666,3,17
667,"[1, 2, 3, 4, 5]","[88, 30, 96, 29, 72]",315,667,3,17
668,"[1, 2, 3, 4, 5]","[78, 19, 84, 73, 20]",274,668,3,17
669,"[1, 2, 3, 4, 5]","[13, 50, 77, 36, 33]",209,669,3,17
670,"[1, 2, 3, 4, 5]","[83, 88, 35, 70, 57]",333,670,3,17
671,"[1, 2, 3, 4, 5]","[95, 82, 57, 79, 79]",392,671,3,18
672,"[1, 2, 3, 4, 5]","[79, 93, 63, 89, 72]",396,672,3,18
673,"[1, 2, 3, 4, 5]","[64, 84, 95, 28, 81]",352,673,3,18
674,"[1, 2, 3, 4, 5]","[74, 13, 46, 84, 72]",289,674,3,18
675,"[1, 2, 3, 4, 5]","[76, 99, 90, 37, 57]",359,675,3,18
676,"[1, 2, 3, 4, 5]","[58, 92, 91, 15, 100]",356,676,3,18
677,"[1, 2, 3, 4, 5]","[31, 50, 89, 37, 29]",236,677,3,18
678,"[1, 2, 3, 4, 5]","[26, 67, 22, 15, 86]",216,678,3,18
679,"[1, 2, 3, 4, 5]","[74, 49, 89, 78, 46]",336,679,3,18
680,"[1, 2, 3, 4, 5]","[44, 48, 48, 82, 73]",295,680,3,18
681,"[1, 2, 3, 4, 5]","[50, 17, 16, 24, 69]",176,681,3,19
682,"[1, 2, 3, 4, 5]","[65, 34, 55, 71, 50]",275,682,3,19
683,"[1, 2, 3, 4, 5]","[87, 74, 93, 81, 40]",375,683,3,19
684,"[1, 2, 3, 4, 5]","[49, 99, 62, 77, 78]",365,684,3,19
685,"[1, 2, 3, 4, 5]","[92, 88, 65, 76, 72]",393,685,3,19
686,"[1, 2, 3, 4, 5]","[71, 72, 71, 40, 29]",283,686,3,19
687,"[1, 2, 3, 4, 5]","[94, 83, 100, 86, 14]",377,687,3,19
688,"[1, 2, 3, 4, 5]","[90, 56, 50, 10, 19]",225,688,3,19
689,"[1, 2, 3, 4, 5]","[49, 32, 80, 63, 23]",247,689,3,19
690,"[1, 2, 3, 4, 5]","[67, 94, 80, 58, 59]",358,690,3,19
691,"[1, 2, 3, 4, 5]","[70, 33, 78, 26, 22]",229,691,3,20
692,"[1, 2, 3, 4, 5]","[65, 81, 83, 57, 67]",353,692,3,20
693,"[1, 2, 3, 4, 5]","[64, 75, 22, 23, 83]",267,693,3,20
694,"[1, 2, 3, 4, 5]","[97, 71, 71, 65, 94]",398,694,3,20
695,"[1, 2, 3, 4, 5]","[27, 15, 100, 25, 77]",244,695,3,20
696,"[1, 2, 3, 4, 5]","[77, 44, 82, 30, 82]",315,696,3,20
697,"[1, 2, 3, 4, 5]","[83, 13, 18, 37, 69]",220,697,3,20
698,"[1, 2, 3, 4, 5]","[16, 63, 69, 48, 35]",231,698,3,20
699,"[1, 2, 3, 4, 5]","[18, 60, 16, 26, 23]",143,699,3,20
700,"[1, 2, 3, 4, 5]","[19, 91, 79, 13, 30]",232,700,3,20
701,"[1, 2, 3, 4, 5]","[64, 26, 86, 34, 96]",306,701,3,21
702,"[1, 2, 3, 4, 5]","[93, 85, 13, 56, 90]",337,702,3,21
703,"[1, 2, 3, 4, 5]","[89, 87, 52, 50, 15]",293,703,3,21
704,"[1, 2, 3, 4, 5]","[38, 95, 47, 98, 52]",330,704,3,21
705,"[1, 2, 3, 4, 5]","[86, 58, 23, 15, 36]",218,705,3,21
706,"[1, 2, 3, 4, 5]","[97, 38, 73, 81, 95]",384,706,3,21
707,"[1, 2, 3, 4, 5]","[82, 43, 19, 18, 74]",236,707,3,21
708,"[1, 2, 3, 4, 5]","[28, 84, 80, 62, 85]",339,708,3,21
709,"[1, 2, 3, 4, 5]","[42, 34, 90, 17, 17]",200,709,3,21
710,"[1, 2, 3, 4, 5]","[56, 32, 76, 69, 34]",267,710,3,21
711,"[1, 2, 3, 4, 5]","[36, 29, 74, 12, 70]",221,711,3,22
712,"[1, 2, 3, 4, 5]","[36, 57, 47, 89, 67]",296,712,3,22
713,"[1, 2, 3, 4, 5]","[97, 85, 19, 94, 29]",324,713,3,22
714,"[1, 2, 3, 4, 5]","[34, 44, 52, 50, 58]",238,714,3,22
715,"[1, 2, 3, 4, 5]","[36, 13, 40, 56, 98]",243,715,3,22
716,"[1, 2, 3, 4, 5]","[46, 49, 60, 73, 22]",250,716,3,22
717,"[1, 2, 3, 4, 5]","[10, 79, 56, 57, 94]",296,717,3,22
718,"[1, 2, 3, 4, 5]","[98, 71, 52, 66, 34]",321,718,3,22
719,"[1, 2, 3, 4, 5]","[87, 70, 93, 89, 57]",396,719,3,22
720,"[1, 2, 3, 4, 5]","[24, 66, 24, 64, 68]",246,720,3,22
721,"[1, 2, 3, 4, 5]","[83, 15, 86, 11, 51]",246,721,3,23
722,"[1, 2, 3, 4, 5]","[48, 42, 32, 10, 46]",178,722,3,23
723,"[1, 2, 3, 4, 5]","[53, 45, 27, 80, 64]",269,723,3,23
724,"[1, 2, 3, 4, 5]","[46, 39, 57, 32, 43]",217,724,3,23
725,"[1, 2, 3, 4, 5]","[93, 20, 81, 55, 78]",327,725,3,23
726,"[1, 2, 3, 4, 5]","[39, 12, 67, 57, 10]",185,726,3,23
727,"[1, 2, 3, 4, 5]","[40, 54, 45, 98, 34]",271,727,3,23
728,"[1, 2, 3, 4, 5]","[55, 79, 35, 72, 15]",256,728,3,23
729,"[1, 2, 3, 4, 5]","[47, 88, 91, 67, 22]",315,729,3,23
730,"[1, 2, 3, 4, 5]","[89, 70, 16, 21, 44]",240,730,3,23
731,"[1, 2, 3, 4, 5]","[78, 89, 70, 25, 16]",278,731,3,24
732,"[1, 2, 3, 4, 5]","[13, 42, 16, 28, 65]",164,732,3,24
733,"[1, 2, 3, 4, 5]","[96, 32, 81, 70, 44]",323,733,3,24
734,"[1, 2, 3, 4, 5]","[28, 71, 63, 57, 47]",266,734,3,24
735,"[1, 2, 3, 4, 5]","[33, 75, 29, 23, 78]",238,735,3,24
736,"[1, 2, 3, 4, 5]","[13, 73, 86, 49, 95]",316,736,3,24
737,"[1, 2, 3, 4, 5]","[100, 41, 91, 96, 63]",391,737,3,24
738,"[1, 2, 3, 4, 5]","[35, 16, 80, 66, 25]",222,738,3,24
739,"[1, 2, 3, 4, 5]","[58, 82, 88, 16, 29]",273,739,3,24
740,"[1, 2, 3, 4, 5]","[55, 91, 23, 84, 17]",270,740,3,24
741,"[1, 2, 3, 4, 5]","[55, 82, 18, 85, 25]",265,741,3,25
742,"[1, 2, 3, 4, 5]","[82, 22, 62, 32, 25]",223,742,3,25
743,"[1, 2, 3, 4, 5]","[47, 88, 53, 44, 89]",321,743,3,25
744,"[1, 2, 3, 4, 5]","[59, 52, 75, 40, 28]",254,744,3,25
745,"[1, 2, 3, 4, 5]","[97, 20, 28, 33, 38]",216,745,3,25
746,"[1, 2, 3, 4, 5]","[97, 36, 98, 38, 52]",321,746,3,25
747,"[1, 2, 3, 4, 5]","[81, 35, 21, 65, 37]",239,747,3,25
748,"[1, 2, 3, 4, 5]","[49, 95, 93, 74, 15]",326,748,3,25
749,"[1, 2, 3, 4, 5]","[25, 54, 66, 11, 64]",220,749,3,25
750,"[1, 2, 3, 4, 5]","[88, 94, 79, 12, 14]",287,750,3,25
751,"[1, 2, 3, 4, 5]","[82, 48, 94, 14, 13]",251,751,4,1
752,"[1, 2, 3, 4, 5]","[97, 43, 84, 99, 73]",396,752,4,1
753,"[1, 2, 3, 4, 5]","[89, 45, 67, 20, 93]",314,753,4,1
754,"[1, 2, 3, 4, 5]","[81, 87, 49, 79, 15]",311,754,4,1
755,"[1, 2, 3, 4, 5]","[40, 91, 100, 82, 52]",365,755,4,1
756,"[1, 2, 3, 4, 5]","[39, 57, 55, 92, 70]",313,756,4,1
757,"[1, 2, 3, 4, 5]","[72, 50, 36, 70, 31]",259,757,4,1
758,"[1, 2, 3, 4, 5]","[82, 55, 30, 16, 79]",262,758,4,1
759,"[1, 2, 3, 4, 5]","[87, 85, 97, 81, 39]",389,759,4,1
760,"[1, 2, 3, 4, 5]","[60, 36, 88, 23, 39]",246,760,4,1
761,"[1, 2, 3, 4, 5]","[16, 89, 99, 39, 58]",301,761,4,2
762,"[1, 2, 3, 4, 5]","[37, 25, 67, 14, 100]",243,762,4,2
763,"[1, 2, 3, 4, 5]","[28, 46, 42, 79, 95]",290,763,4,2
764,"[1, 2, 3, 4, 5]","[57, 81, 85, 69, 53]",345,764,4,2
765,"[1, 2, 3, 4, 5]","[55, 99, 88, 16, 71]",329,765,4,2
766,"[1, 2, 3, 4, 5]","[81, 53, 84, 26, 30]",274,766,4,2
767,"[1, 2, 3, 4, 5]","[77, 10, 33, 89, 67]",276,767,4,2
768,"[1, 2, 3, 4, 5]","[10, 11, 67, 28, 66]",182,768,4,2
769,"[1, 2, 3, 4, 5]","[55, 34, 24, 28, 18]",159,769,4,2
770,"[1, 2, 3, 4, 5]","[13, 11, 31, 87, 76]",218,770,4,2
771,"[1, 2, 3, 4, 5]","[79, 31, 86, 94, 50]",340,771,4,3
772,"[1, 2, 3, 4, 5]","[53, 81, 92, 58, 44]",328,772,4,3
773,"[1, 2, 3, 4, 5]","[21, 63, 45, 69, 91]",289,773,4,3
774,"[1, 2, 3, 4, 5]","[97, 40, 79, 70, 13]",299,774,4,3
775,"[1, 2, 3, 4, 5]","[93, 80, 44, 83, 93]",393,775,4,3
776,"[1, 2, 3, 4, 5]","[69, 76, 69, 25, 91]",330,776,4,3
777,"[1, 2, 3, 4, 5]","[97, 73, 67, 62, 65]",364,777,4,3
778,"[1, 2, 3, 4, 5]","[42, 95, 45, 40, 27]",249,778,4,3
779,"[1, 2, 3, 4, 5]","[17, 83, 21, 51, 81]",253,779,4,3
780,"[1, 2, 3, 4, 5]","[44, 96, 92, 12, 53]",297,780,4,3
781,"[1, 2, 3, 4, 5]","[79, 98, 56, 45, 12]",290,781,4,4
782,"[1, 2, 3, 4, 5]","[100, 30, 18, 91, 55]",294,782,4,4
783,"[1, 2, 3, 4, 5]","[25, 69, 93, 59, 32]",278,783,4,4
784,"[1, 2, 3, 4, 5]","[59, 51, 62, 28, 75]",275,784,4,4
785,"[1, 2, 3, 4, 5]","[83, 99, 95, 80, 24]",381,785,4,4
786,"[1, 2, 3, 4, 5]","[70, 38, 52, 100, 41]",301,786,4,4
787,"[1, 2, 3, 4, 5]","[83, 91, 96, 35, 33]",338,787,4,4
788,"[1, 2, 3, 4, 5]","[22, 70, 32, 58, 54]",236,788,4,4
789,"[1, 2, 3, 4, 5]","[84, 33, 94, 76, 14]",301,789,4,4
790,"[1, 2, 3, 4, 5]","[14, 87, 85, 71, 100]",357,790,4,4
791,"[1, 2, 3, 4, 5]","[98, 29, 60, 13, 56]",256,791,4,5
792,"[1, 2, 3, 4, 5]","[100, 11, 41, 61, 55]",268,792,4,5
793,"[1, 2, 3, 4, 5]","[85, 89, 36, 31, 13]",254,793,4,5
794,"[1, 2, 3, 4, 5]","[65, 22, 75, 37, 22]",221,794,4,5
795,"[1, 2, 3, 4, 5]","[91, 80, 21, 100, 45]",337,795,4,5
796,"[1, 2, 3, 4, 5]","[61, 85, 81, 74, 59]",360,796,4,5
797,"[1, 2, 3, 4, 5]","[25, 66, 35, 89, 52]",267,797,4,5
798,"[1, 2, 3, 4, 5]","[26, 41, 43, 57, 69]",236,798,4,5
799,"[1, 2, 3, 4, 5]","[21, 64, 79, 87, 39]",290,799,4,5
800,"[1, 2, 3, 4, 5]","[73, 14, 13, 14, 47]",161,800,4,5
801,"[1, 2, 3, 4, 5]","[75, 45, 15, 29, 21]",185,801,4,6
802,"[1, 2, 3, 4, 5]","[73, 16, 91, 73, 24]",277,802,4,6
803,"[1, 2, 3, 4, 5]","[39, 94, 65, 74, 60]",332,803,4,6
804,"[1, 2, 3, 4, 5]","[20, 71, 82, 59, 46]",278,804,4,6
805,"[1, 2, 3, 4, 5]","[66, 76, 82, 14, 44]",282,805,4,6
806,"[1, 2, 3, 4, 5]","[84, 63, 53, 39, 35]",274,806,4,6
807,"[1, 2, 3, 4, 5]","[10, 93, 89, 93, 97]",382,807,4,6
808,"[1, 2, 3, 4, 5]","[50, 42, 11, 51, 10]",164,808,4,6
809,"[1, 2, 3, 4, 5]","[33, 54, 56, 16, 81]",240,809,4,6
810,"[1, 2, 3, 4, 5]","[91, 88, 50, 26, 31]",286,810,4,6
811,"[1, 2, 3, 4, 5]","[68, 92, 48, 56, 82]",346,811,4,7
812,"[1, 2, 3, 4, 5]","[68, 12, 57, 100, 34]",271,812,4,7
813,"[1, 2, 3, 4, 5]","[91, 21, 55, 56, 26]",249,813,4,7
814,"[1, 2, 3, 4, 5]","[52, 10, 65, 78, 67]",272,814,4,7
815,"[1, 2, 3, 4, 5]","[72, 98, 43, 93, 32]",338,815,4,7
816,"[1, 2, 3, 4, 5]","[28, 33, 20, 40, 72]",193,816,4,7
817,"[1, 2, 3, 4, 5]","[43, 60, 22, 54, 81]",260,817,4,7
818,"[1, 2, 3, 4, 5]","[64, 39, 12, 86, 80]",281,818,4,7
819,"[1, 2, 3, 4, 5]","[40, 82, 57, 85, 89]",353,819,4,7
820,"[1, 2, 3, 4, 5]","[21, 23, 28, 97, 19]",188,820,4,7
821,"[1, 2, 3, 4, 5]","[95, 39, 55, 66, 48]",303,821,4,8
822,"[1, 2, 3, 4, 5]","[57, 50, 78, 68, 81]",334,822,4,8
823,"[1, 2, 3, 4, 5]","[90, 78, 66, 68, 87]",389,823,4,8
824,"[1, 2, 3, 4, 5]","[82, 26, 80, 73, 29]",290,824,4,8
825,"[1, 2, 3, 4, 5]","[94, 61, 68, 42, 72]",337,825,4,8
826,"[1, 2, 3, 4, 5]","[55, 20, 82, 54, 19]",230,826,4,8
827,"[1, 2, 3, 4, 5]","[76, 100, 82, 59, 81]",398,827,4,8
828,"[1, 2, 3, 4, 5]","[68, 37, 42, 41, 92]",280,828,4,8
829,"[1, 2, 3, 4, 5]","[84, 19, 81, 69, 31]",284,829,4,8
830,"[1, 2, 3, 4, 5]","[29, 71, 70, 30, 53]",253,830,4,8
831,"[1, 2, 3, 4, 5]","[10, 18, 56, 59, 30]",173,831,4,9
832,"[1, 2, 3, 4, 5]","[38, 43, 56, 92, 31]",260,832,4,9
833,"[1, 2, 3, 4, 5]","[90, 25, 92, 33, 21]",261,833,4,9
834,"[1, 2, 3, 4, 5]","[83, 13, 74, 87, 85]",342,834,4,9
835,"[1, 2, 3, 4, 5]","[54, 36, 53, 41, 66]",250,835,4,9
836,"[1, 2, 3, 4, 5]","[91, 25, 82, 70, 22]",290,836,4,9
837,"[1, 2, 3, 4, 5]","[73, 61, 93, 81, 41]",349,837,4,9
838,"[1, 2, 3, 4, 5]","[74, 32, 29, 11, 86]",232,838,4,9
839,"[1, 2, 3, 4, 5]","[14, 74, 66, 20, 68]",242,839,4,9
840,"[1, 2, 3, 4, 5]","[84, 73, 94, 96, 56]",403,840,4,9
841,"[1, 2, 3, 4, 5]","[76, 99, 19, 10, 66]",270,841,4,10
842,"[1, 2, 3, 4, 5]","[98, 76, 21, 18, 43]",256,842,4,10
843,"[1, 2, 3, 4, 5]","[31, 94, 95, 98, 26]",344,843,4,10
844,"[1, 2, 3, 4, 5]","[29, 66, 83, 89, 46]",313,844,4,10
845,"[1, 2, 3, 4, 5]","[65, 69, 89, 87, 95]",405,845,4,10
846,"[1, 2, 3, 4, 5]","[17, 27, 34, 98, 74]",250,846,4,10
847,"[1, 2, 3, 4, 5]","[67, 71, 44, 76, 20]",278,847,4,10
848,"[1, 2, 3, 4, 5]","[53, 33, 48, 13, 12]",159,848,4,10
849,"[1, 2, 3, 4, 5]","[96, 86, 77, 87, 95]",441,849,4,10
850,"[1, 2, 3, 4, 5]","[44, 64, 59, 36, 87]",290,850,4,10
851,"[1, 2, 3, 4, 5]","[72, 40, 33, 44, 30]",219,851,4,11
852,"[1, 2, 3, 4, 5]","[56, 50, 60, 65, 80]",311,852,4,11
853,"[1, 2, 3, 4, 5]","[99, 44, 62, 15, 72]",292,853,4,11
854,"[1, 2, 3, 4, 5]","[49, 18, 96, 62, 58]",283,854,4,11
855,"[1, 2, 3, 4, 5]","[43, 13, 96, 57, 65]",274,855,4,11
856,"[1, 2, 3, 4, 5]","[96, 84, 42, 49, 23]",294,856,4,11
857,"[1, 2, 3, 4, 5]","[92, 58, 69, 50, 63]",332,857,4,11
858,"[1, 2, 3, 4, 5]","[69, 99, 63, 85, 65]",381,858,4,11
859,"[1, 2, 3, 4, 5]","[95, 93, 57, 14, 53]",312,859,4,11
860,"[1, 2, 3, 4, 5]","[31, 35, 72, 45, 37]",220,860,4,11
861,"[1, 2, 3, 4, 5]","[63, 60, 15, 76, 48]",262,861,4,12
862,"[1, 2, 3, 4, 5]","[84, 16, 32, 94, 98]",324,862,4,12
863,"[1, 2, 3, 4, 5]","[11, 54, 23, 51, 75]",214,863,4,12
864,"[1, 2, 3, 4, 5]","[51, 19, 99, 61, 92]",322,864,4,12
865,"[1, 2, 3, 4, 5]","[55, 89, 62, 67, 50]",323,865,4,12
866,"[1, 2, 3, 4, 5]","[60, 74, 79, 81, 94]",388,866,4,12
867,"[1, 2, 3, 4, 5]","[65, 76, 23, 75, 84]",323,867,4,12
868,"[1, 2, 3, 4, 5]","[34, 93, 19, 86, 94]",326,868,4,12
869,"[1, 2, 3, 4, 5]","[84, 13, 73, 18, 69]",257,869,4,12
870,"[1, 2, 3, 4, 5]","[100, 89, 10, 97, 28]",324,870,4,12
871,"[1, 2, 3, 4, 5]","[58, 68, 43, 11, 55]",235,871,4,13
872,"[1, 2, 3, 4, 5]","[42, 98, 99, 39, 95]",373,872,4,13
873,"[1, 2, 3, 4, 5]","[38, 35, 71, 44, 65]",253,873,4,13
874,"[1, 2, 3, 4, 5]","[79, 17, 86, 22, 40]",244,874,4,13
875,"[1, 2, 3, 4, 5]","[62, 11, 61, 94, 62]",290,875,4,13
876,"[1, 2, 3, 4, 5]","[34, 33, 93, 32, 38]",230,876,4,13
877,"[1, 2, 3, 4, 5]","[71, 41, 64, 58, 75]",309,877,4,13
878,"[1, 2, 3, 4, 5]","[66, 29, 14, 39, 41]",189,878,4,13
879,"[1, 2, 3, 4, 5]","[22, 62, 31, 34, 46]",195,879,4,13
880,"[1, 2, 3, 4, 5]","[88, 84, 11, 68, 65]",316,880,4,13
881,"[1, 2, 3, 4, 5]","[29, 65, 37, 38, 64]",233,881,4,14
882,"[1, 2, 3, 4, 5]","[78, 86, 20, 76, 14]",274,882,4,14
883,"[1, 2, 3, 4, 5]","[93, 82, 73, 31, 25]",304,883,4,14
884,"[1, 2, 3, 4, 5]","[69, 17, 17, 88, 33]",224,884,4,14
885,"[1, 2, 3, 4, 5]","[67, 26, 46, 26, 89]",254,885,4,14
886,"[1, 2, 3, 4, 5]","[59, 21, 63, 90, 28]",261,886,4,14
887,"[1, 2, 3, 4, 5]","[72, 90, 92, 83, 45]",382,887,4,14
888,"[1, 2, 3, 4, 5]","[71, 73, 68, 84, 67]",363,888,4,14
889,"[1, 2, 3, 4, 5]","[65, 76, 18, 41, 85]",285,889,4,14
890,"[1, 2, 3, 4, 5]","[57, 30, 14, 10, 29]",140,890,4,14
891,"[1, 2, 3, 4, 5]","[53, 63, 35, 48, 44]",243,891,4,15
892,"[1, 2, 3, 4, 5]","[15, 63, 46, 40, 49]",213,892,4,15
893,"[1, 2, 3, 4, 5]","[87, 72, 38, 72, 76]",345,893,4,15
894,"[1, 2, 3, 4, 5]","[36, 99, 74, 28, 34]",271,894,4,15
895,"[1, 2, 3, 4, 5]","[99, 80, 28, 66, 61]",334,895,4,15
896,"[1, 2, 3, 4, 5]","[24, 49, 93, 58, 50]",274,896,4,15
897,"[1, 2, 3, 4, 5]","[70, 79, 52, 62, 89]",352,897,4,15
898,"[1, 2, 3, 4, 5]","[57, 14, 60, 95, 35]",261,898,4,15
899,"[1, 2, 3, 4, 5]","[91, 95, 55, 88, 30]",359,899,4,15
900,"[1, 2, 3, 4, 5]","[85, 57, 23, 18, 55]",238,900,4,15
901,"[1, 2, 3, 4, 5]","[85, 23, 24, 94, 93]",319,901,4,16
902,"[1, 2, 3, 4, 5]","[17, 79, 72, 28, 68]",264,902,4,16
903,"[1, 2, 3, 4, 5]","[33, 80, 37, 96, 92]",338,903,4,16
904,"[1, 2, 3, 4, 5]","[80, 88, 47, 18, 47]",280,904,4,16
905,"[1, 2, 3, 4, 5]","[25, 89, 74, 55, 67]",310,905,4,16
906,"[1, 2, 3, 4, 5]","[27, 59, 17, 22, 21]",146,906,4,16
907,"[1, 2, 3, 4, 5]","[17, 98, 76, 12, 96]",299,907,4,16
908,"[1, 2, 3, 4, 5]","[67, 40, 84, 76, 86]",353,908,4,16
909,"[1, 2, 3, 4, 5]","[63, 17, 53, 47, 21]",201,909,4,16
910,"[1, 2, 3, 4, 5]","[92, 44, 84, 29, 24]",273,910,4,16
911,"[1, 2, 3, 4, 5]","[94, 31, 45, 84, 10]",264,911,4,17
912,"[1, 2, 3, 4, 5]","[37, 18, 56, 64, 51]",226,912,4,17
913,"[1, 2, 3, 4, 5]","[84, 80, 93, 22, 71]",350,913,4,17
914,"[1, 2, 3, 4, 5]","[12, 66, 18, 45, 18]",159,914,4,17
915,"[1, 2, 3, 4, 5]","[96, 67, 46, 12, 53]",274,915,4,17
916,"[1, 2, 3, 4, 5]","[26, 64, 44, 69, 54]",257,916,4,17
917,"[1, 2, 3, 4, 5]","[53, 43, 31, 19, 83]",229,917,4,17
918,"[1, 2, 3, 4, 5]","[67, 99, 51, 75, 95]",387,918,4,17
919,"[1, 2, 3, 4, 5]","[77, 62, 59, 68, 64]",330,919,4,17
920,"[1, 2, 3, 4, 5]","[24, 82, 46, 48, 80]",280,920,4,17
921,"[1, 2, 3, 4, 5]","[34, 20, 64, 94, 66]",278,921,4,18
922,"[1, 2, 3, 4, 5]","[48, 16, 10, 40, 24]",138,922,4,18
923,"[1, 2, 3, 4, 5]","[14, 34, 87, 45, 67]",247,923,4,18
924,"[1, 2, 3, 4, 5]","[99, 70, 27, 78, 86]",360,924,4,18
925,"[1, 2, 3, 4, 5]","[19, 40, 98, 63, 78]",298,925,4,18
926,"[1, 2, 3, 4, 5]","[26, 58, 84, 80, 28]",276,926,4,18
927,"[1, 2, 3, 4, 5]","[31, 48, 40, 51, 51]",221,927,4,18
928,"[1, 2, 3, 4, 5]","[68, 68, 61, 72, 88]",357,928,4,18
929,"[1, 2, 3, 4, 5]","[43, 43, 98, 18, 61]",263,929,4,18
930,"[1, 2, 3, 4, 5]","[51, 11, 30, 58, 59]",209,930,4,18
931,"[1, 2, 3, 4, 5]","[50, 31, 75, 58, 92]",306,931,4,19
932,"[1, 2, 3, 4, 5]","[23, 23, 63, 40, 89]",238,932,4,19
933,"[1, 2, 3, 4, 5]","[44, 29, 97, 97, 44]",311,933,4,19
934,"[1, 2, 3, 4, 5]","[55, 87, 58, 54, 79]",333,934,4,19
935,"[1, 2, 3, 4, 5]","[40, 14, 80, 90, 55]",279,935,4,19
936,"[1, 2, 3, 4, 5]","[13, 52, 100, 80, 68]",313,936,4,19
937,"[1, 2, 3, 4, 5]","[45, 80, 81, 71, 19]",296,937,4,19
938,"[1, 2, 3, 4, 5]","[25, 27, 45, 96, 34]",227,938,4,19
939,"[1, 2, 3, 4, 5]","[52, 51, 24, 35, 70]",232,939,4,19
940,"[1, 2, 3, 4, 5]","[35, 21, 74, 100, 47]",277,940,4,19
941,"[1, 2, 3, 4, 5]","[77, 52, 23, 21, 40]",213,941,4,20
942,"[1, 2, 3, 4, 5]","[73, 42, 12, 93, 25]",245,942,4,20
943,"[1, 2, 3, 4, 5]","[46, 100, 21, 31, 55]",253,943,4,20
944,"[1, 2, 3, 4, 5]","[48, 92, 59, 16, 95]",310,944,4,20
945,"[1, 2, 3, 4, 5]","[83, 83, 92, 92, 86]",436,945,4,20
946,"[1, 2, 3, 4, 5]","[60, 40, 55, 19, 83]",257,946,4,20
947,"[1, 2, 3, 4, 5]","[95, 47, 18, 91, 68]",319,947,4,20
948,"[1, 2, 3, 4, 5]","[15, 87, 48, 10, 57]",217,948,4,20
949,"[1, 2, 3, 4, 5]","[24, 42, 27, 87, 70]",250,949,4,20
950,"[1, 2, 3, 4, 5]","[78, 36, 70, 62, 63]",309,950,4,20
951,"[1, 2, 3, 4, 5]","[10, 43, 62, 70, 50]",235,951,4,21
952,"[1, 2, 3, 4, 5]","[44, 26, 67, 55, 43]",235,952,4,21
953,"[1, 2, 3, 4, 5]","[75, 23, 86, 94, 92]",370,953,4,21
954,"[1, 2, 3, 4, 5]","[31, 26, 78, 96, 70]",301,954,4,21
955,"[1, 2, 3, 4, 5]","[74, 22, 39, 85, 80]",300,955,4,21
956,"[1, 2, 3, 4, 5]","[47, 95, 63, 35, 54]",294,956,4,21
957,"[1, 2, 3, 4, 5]","[53, 82, 58, 16, 67]",276,957,4,21
958,"[1, 2, 3, 4, 5]","[36, 19, 47, 40, 50]",192,958,4,21
959,"[1, 2, 3, 4, 5]","[82, 97, 81, 37, 65]",362,959,4,21
960,"[1, 2, 3, 4, 5]","[59, 38, 82, 60, 70]",309,960,4,21
961,"[1, 2, 3, 4, 5]","[67, 95, 60, 52, 58]",332,961,4,22
962,"[1, 2, 3, 4, 5]","[97, 35, 80, 88, 28]",328,962,4,22
963,"[1, 2, 3, 4, 5]","[89, 62, 13, 19, 85]",268,963,4,22
964,"[1, 2, 3, 4, 5]","[85, 22, 45, 38, 98]",288,964,4,22
965,"[1, 2, 3, 4, 5]","[44, 79, 99, 31, 14]",267,965,4,22
966,"[1, 2, 3, 4, 5]","[86, 22, 73, 73, 51]",305,966,4,22
967,"[1, 2, 3, 4, 5]","[14, 66, 98, 25, 48]",251,967,4,22
968,"[1, 2, 3, 4, 5]","[35, 49, 49, 49, 51]",233,968,4,22
969,"[1, 2, 3, 4, 5]","[81, 40, 31, 59, 36]",247,969,4,22
970,"[1, 2, 3, 4, 5]","[37, 67, 73, 80, 72]",329,970,4,22
971,"[1, 2, 3, 4, 5]","[58, 16, 44, 84, 86]",288,971,4,23
