id,List_of_items,number_of_items_per_type,total_number_of_items,store_id,operator_id,city_id
648,"[1, 2, 3, 4, 5]","[60, 13, 56, 30, 18]",177,648,3,18
649,"[1, 2, 3, 4, 5]","[41, 89, 78, 91, 18]",317,649,3,18
650,"[1, 2, 3, 4, 5]","[14, 74, 25, 99, 85]",297,650,3,18
651,"[1, 2, 3, 4, 5]","[19, 59, 89, 44, 39]",250,651,3,19
652,"[1, 2, 3, 4, 5]","[78, 90, 27, 62, 30]",287,652,3,19
653,"[1, 2, 3, 4, 5]","[71, 32, 94, 30, 67]",294,653,3,19
654,"[1, 2, 3, 4, 5]","[68, 77, 90, 32, 13]",280,654,3,19
655,"[1, 2, 3, 4, 5]","[14, 62, 88, 68, 16]",248,655,3,19
656,"[1, 2, 3, 4, 5]","[16, 40, 86, 90, 62]",294,656,3,19
657,"[1, 2, 3, 4, 5]","[93, 11, 82, 16, 53]",255,657,3,19
658,"[1, 2, 3, 4, 5]","[89, 57, 53, 23, 48]",270,658,3,19
659,"[1, 2, 3, 4, 5]","[88, 82, 44, 76, 39]",329,659,3,19
660,"[1, 2, 3, 4, 5]","[42, 50, 51, 31, 75]",249,660,3,19
661,"[1, 2, 3, 4, 5]","[37, 33, 83, 57, 57]",267,661,3,20
662,"[1, 2, 3, 4, 5]","[60, 58, 97, 83, 29]",327,662,3,20
663,"[1, 2, 3, 4, 5]","[92, 45, 83, 30, 85]",335,663,3,20
664,"[1, 2, 3, 4, 5]","[94, 37, 74, 90, 86]",381,664,3,20
665,"[1, 2, 3, 4, 5]","[42, 71, 87, 82, 28]",310,665,3,20
666,"[1, 2, 3, 4, 5]","[85, 87, 99, 44, 19]",334,666,3,20
667,"[1, 2, 3, 4, 5]","[84, 33, 11, 39, 14]",181,667,3,20
668,"[1, 2, 3, 4, 5]","[68, 48, 14, 94, 71]",295,668,3,20
669,"[1, 2, 3, 4, 5]","[73, 32, 66, 91, 19]",281,669,3,20
670,"[1, 2, 3, 4, 5]","[37, 89, 76, 84, 85]",371,670,3,20
671,"[1, 2, 3, 4, 5]","[36, 94, 46, 18, 21]",215,671,3,21
672,"[1, 2, 3, 4, 5]","[26, 88, 65, 16, 82]",277,672,3,21
673,"[1, 2, 3, 4, 5]","[91, 18, 57, 91, 88]",345,673,3,21
674,"[1, 2, 3, 4, 5]","[94, 84, 73, 35, 24]",310,674,3,21
675,"[1, 2, 3, 4, 5]","[51, 47, 33, 54, 97]",282,675,3,21
676,"[1, 2, 3, 4, 5]","[46, 78, 52, 83, 28]",287,676,3,21
677,"[1, 2, 3, 4, 5]","[74, 84, 71, 70, 45]",344,677,3,21
678,"[1, 2, 3, 4, 5]","[94, 52, 54, 61, 61]",322,678,3,21
679,"[1, 2, 3, 4, 5]","[68, 97, 64, 42, 43]",314,679,3,21
680,"[1, 2, 3, 4, 5]","[30, 26, 34, 100, 56]",246,680,3,21
681,"[1, 2, 3, 4, 5]","[54, 65, 83, 48, 56]",306,681,3,22
682,"[1, 2, 3, 4, 5]","[36, 22, 18, 63, 17]",156,682,3,22
683,"[1, 2, 3, 4, 5]","[81, 53, 50, 22, 37]",243,683,3,22
684,"[1, 2, 3, 4, 5]","[48, 73, 14, 57, 22]",214,684,3,22
685,"[1, 2, 3, 4, 5]","[43, 82, 89, 17, 24]",255,685,3,22
686,"[1, 2, 3, 4, 5]","[50, 32, 38, 48, 65]",233,686,3,22
687,"[1, 2, 3, 4, 5]","[23, 21, 69, 61, 62]",236,687,3,22
688,"[1, 2, 3, 4, 5]","[91, 19, 60, 23, 90]",283,688,3,22
689,"[1, 2, 3, 4, 5]","[100, 39, 66, 95, 14]",314,689,3,22
690,"[1, 2, 3, 4, 5]","[99, 15, 73, 45, 46]",278,690,3,22
691,"[1, 2, 3, 4, 5]","[53, 64, 85, 39, 98]",339,691,3,23
692,"[1, 2, 3, 4, 5]","[45, 20, 20, 20, 98]",203,692,3,23
693,"[1, 2, 3, 4, 5]","[83, 29, 27, 34, 72]",245,693,3,23
694,"[1, 2, 3, 4, 5]","[11, 54, 89, 21, 43]",218,694,3,23
695,"[1, 2, 3, 4, 5]","[36, 21, 15, 82, 36]",190,695,3,23
696,"[1, 2, 3, 4, 5]","[15, 63, 37, 88, 50]",253,696,3,23
697,"[1, 2, 3, 4, 5]","[11, 72, 25, 86, 87]",281,697,3,23
698,"[1, 2, 3, 4, 5]","[66, 44, 79, 82, 55]",326,698,3,23
699,"[1, 2, 3, 4, 5]","[100, 39, 44, 34, 47]",264,699,3,23
700,"[1, 2, 3, 4, 5]","[65, 47, 11, 80, 30]",233,700,3,23
701,"[1, 2, 3, 4, 5]","[55, 30, 67, 87, 69]",308,701,3,24
702,"[1, 2, 3, 4, 5]","[73, 71, 28, 46, 17]",235,702,3,24
703,"[1, 2, 3, 4, 5]","[51, 23, 54, 80, 67]",275,703,3,24
704,"[1, 2, 3, 4, 5]","[20, 99, 88, 28, 98]",333,704,3,24
705,"[1, 2, 3, 4, 5]","[95, 75, 92, 86, 25]",373,705,3,24
706,"[1, 2, 3, 4, 5]","[55, 55, 85, 17, 27]",239,706,3,24
707,"[1, 2, 3, 4, 5]","[64, 48, 10, 83, 26]",231,707,3,24
708,"[1, 2, 3, 4, 5]","[88, 30, 88, 12, 19]",237,708,3,24
709,"[1, 2, 3, 4, 5]","[85, 24, 81, 10, 16]",216,709,3,24
710,"[1, 2, 3, 4, 5]","[56, 53, 11, 55, 77]",252,710,3,24
711,"[1, 2, 3, 4, 5]","[33, 100, 35, 19, 75]",262,711,3,25
712,"[1, 2, 3, 4, 5]","[55, 27, 92, 52, 58]",284,712,3,25
713,"[1, 2, 3, 4, 5]","[82, 23, 56, 86, 16]",263,713,3,25
714,"[1, 2, 3, 4, 5]","[74, 70, 100, 87, 16]",347,714,3,25
715,"[1, 2, 3, 4, 5]","[97, 64, 40, 94, 42]",337,715,3,25
716,"[1, 2, 3, 4, 5]","[79, 81, 60, 56, 42]",318,716,3,25
717,"[1, 2, 3, 4, 5]","[91, 45, 74, 10, 16]",236,717,3,25
718,"[1, 2, 3, 4, 5]","[52, 88, 56, 10, 20]",226,718,3,25
719,"[1, 2, 3, 4, 5]","[28, 64, 29, 80, 29]",230,719,3,25
720,"[1, 2, 3, 4, 5]","[94, 61, 99, 74, 88]",416,720,3,25
721,"[1, 2, 3, 4, 5]","[54, 56, 66, 82, 99]",357,721,4,1
722,"[1, 2, 3, 4, 5]","[52, 96, 79, 58, 91]",376,722,4,1
723,"[1, 2, 3, 4, 5]","[70, 11, 89, 85, 95]",350,723,4,1
724,"[1, 2, 3, 4, 5]","[96, 96, 45, 92, 41]",370,724,4,1
725,"[1, 2, 3, 4, 5]","[46, 90, 63, 87, 57]",343,725,4,1
726,"[1, 2, 3, 4, 5]","[18, 35, 75, 10, 65]",203,726,4,1
727,"[1, 2, 3, 4, 5]","[84, 85, 28, 45, 90]",332,727,4,1
728,"[1, 2, 3, 4, 5]","[15, 34, 14, 60, 16]",139,728,4,1
729,"[1, 2, 3, 4, 5]","[17, 75, 17, 15, 53]",177,729,4,1
730,"[1, 2, 3, 4, 5]","[93, 76, 45, 72, 93]",379,730,4,1
731,"[1, 2, 3, 4, 5]","[43, 42, 33, 12, 71]",201,731,4,2
732,"[1, 2, 3, 4, 5]","[21, 94, 22, 46, 42]",225,732,4,2
733,"[1, 2, 3, 4, 5]","[91, 30, 21, 15, 21]",178,733,4,2
734,"[1, 2, 3, 4, 5]","[39, 83, 88, 44, 56]",310,734,4,2
735,"[1, 2, 3, 4, 5]","[75, 47, 58, 83, 39]",302,735,4,2
736,"[1, 2, 3, 4, 5]","[71, 82, 85, 88, 39]",365,736,4,2
737,"[1, 2, 3, 4, 5]","[31, 11, 82, 77, 49]",250,737,4,2
738,"[1, 2, 3, 4, 5]","[26, 76, 64, 12, 64]",242,738,4,2
739,"[1, 2, 3, 4, 5]","[92, 82, 37, 16, 91]",318,739,4,2
740,"[1, 2, 3, 4, 5]","[22, 15, 17, 66, 91]",211,740,4,2
741,"[1, 2, 3, 4, 5]","[64, 44, 70, 71, 45]",294,741,4,3
742,"[1, 2, 3, 4, 5]","[99, 88, 53, 11, 25]",276,742,4,3
743,"[1, 2, 3, 4, 5]","[56, 96, 15, 85, 83]",335,743,4,3
744,"[1, 2, 3, 4, 5]","[93, 54, 63, 34, 70]",314,744,4,3
745,"[1, 2, 3, 4, 5]","[29, 54, 23, 76, 86]",268,745,4,3
746,"[1, 2, 3, 4, 5]","[92, 99, 43, 58, 70]",362,746,4,3
747,"[1, 2, 3, 4, 5]","[44, 52, 20, 38, 22]",176,747,4,3
748,"[1, 2, 3, 4, 5]","[88, 16, 69, 44, 91]",308,748,4,3
749,"[1, 2, 3, 4, 5]","[86, 65, 23, 21, 31]",226,749,4,3
750,"[1, 2, 3, 4, 5]","[65, 72, 73, 31, 92]",333,750,4,3
751,"[1, 2, 3, 4, 5]","[74, 54, 37, 62, 17]",244,751,4,4
752,"[1, 2, 3, 4, 5]","[40, 83, 78, 46, 30]",277,752,4,4
753,"[1, 2, 3, 4, 5]","[24, 55, 55, 60, 82]",276,753,4,4
754,"[1, 2, 3, 4, 5]","[98, 62, 69, 63, 59]",351,754,4,4
755,"[1, 2, 3, 4, 5]","[15, 38, 46, 46, 61]",206,755,4,4
756,"[1, 2, 3, 4, 5]","[47, 50, 83, 68, 17]",265,756,4,4
757,"[1, 2, 3, 4, 5]","[24, 76, 55, 70, 100]",325,757,4,4
758,"[1, 2, 3, 4, 5]","[11, 14, 76, 29, 67]",197,758,4,4
759,"[1, 2, 3, 4, 5]","[39, 20, 32, 41, 19]",151,759,4,4
760,"[1, 2, 3, 4, 5]","[41, 65, 21, 25, 67]",219,760,4,4
761,"[1, 2, 3, 4, 5]","[61, 17, 36, 20, 32]",166,761,4,5
762,"[1, 2, 3, 4, 5]","[93, 43, 96, 58, 92]",382,762,4,5
763,"[1, 2, 3, 4, 5]","[39, 43, 74, 49, 78]",283,763,4,5
764,"[1, 2, 3, 4, 5]","[99, 41, 66, 90, 43]",339,764,4,5
765,"[1, 2, 3, 4, 5]","[17, 46, 21, 90, 64]",238,765,4,5
766,"[1, 2, 3, 4, 5]","[85, 62, 99, 19, 16]",281,766,4,5
767,"[1, 2, 3, 4, 5]","[16, 83, 23, 70, 66]",258,767,4,5
768,"[1, 2, 3, 4, 5]","[27, 99, 92, 90, 93]",401,768,4,5
769,"[1, 2, 3, 4, 5]","[46, 79, 44, 13, 27]",209,769,4,5
770,"[1, 2, 3, 4, 5]","[32, 83, 21, 25, 48]",209,770,4,5
771,"[1, 2, 3, 4, 5]","[11, 57, 100, 14, 28]",210,771,4,6
772,"[1, 2, 3, 4, 5]","[43, 92, 73, 14, 13]",235,772,4,6
773,"[1, 2, 3, 4, 5]","[15, 64, 85, 63, 29]",256,773,4,6
774,"[1, 2, 3, 4, 5]","[16, 74, 15, 61, 49]",215,774,4,6
775,"[1, 2, 3, 4, 5]","[90, 30, 80, 69, 62]",331,775,4,6
776,"[1, 2, 3, 4, 5]","[35, 62, 52, 40, 66]",255,776,4,6
777,"[1, 2, 3, 4, 5]","[90, 26, 29, 72, 99]",316,777,4,6
778,"[1, 2, 3, 4, 5]","[81, 84, 78, 52, 13]",308,778,4,6
779,"[1, 2, 3, 4, 5]","[95, 95, 89, 16, 98]",393,779,4,6
780,"[1, 2, 3, 4, 5]","[27, 52, 52, 64, 89]",284,780,4,6
781,"[1, 2, 3, 4, 5]","[83, 37, 55, 42, 69]",286,781,4,7
782,"[1, 2, 3, 4, 5]","[86, 61, 80, 66, 88]",381,782,4,7
783,"[1, 2, 3, 4, 5]","[91, 45, 93, 21, 97]",347,783,4,7
784,"[1, 2, 3, 4, 5]","[98, 44, 100, 44, 41]",327,784,4,7
785,"[1, 2, 3, 4, 5]","[86, 53, 63, 79, 97]",378,785,4,7
786,"[1, 2, 3, 4, 5]","[42, 78, 10, 60, 67]",257,786,4,7
787,"[1, 2, 3, 4, 5]","[83, 23, 65, 14, 66]",251,787,4,7
788,"[1, 2, 3, 4, 5]","[93, 46, 49, 95, 59]",342,788,4,7
789,"[1, 2, 3, 4, 5]","[69, 48, 51, 94, 82]",344,789,4,7
790,"[1, 2, 3, 4, 5]","[33, 61, 28, 65, 14]",201,790,4,7
791,"[1, 2, 3, 4, 5]","[39, 41, 62, 80, 22]",244,791,4,9
792,"[1, 2, 3, 4, 5]","[63, 82, 22, 76, 31]",274,792,4,9
793,"[1, 2, 3, 4, 5]","[80, 100, 35, 88, 58]",361,793,4,9
794,"[1, 2, 3, 4, 5]","[42, 90, 75, 33, 98]",338,794,4,9
795,"[1, 2, 3, 4, 5]","[75, 22, 79, 24, 10]",210,795,4,9
796,"[1, 2, 3, 4, 5]","[91, 68, 60, 83, 88]",390,796,4,9
797,"[1, 2, 3, 4, 5]","[26, 17, 97, 28, 70]",238,797,4,9
798,"[1, 2, 3, 4, 5]","[53, 82, 100, 44, 12]",291,798,4,9
799,"[1, 2, 3, 4, 5]","[12, 92, 34, 28, 62]",228,799,4,9
800,"[1, 2, 3, 4, 5]","[100, 17, 45, 55, 12]",229,800,4,9
801,"[1, 2, 3, 4, 5]","[73, 53, 71, 76, 67]",340,801,4,10
802,"[1, 2, 3, 4, 5]","[90, 23, 86, 10, 93]",302,802,4,10
803,"[1, 2, 3, 4, 5]","[81, 23, 97, 91, 98]",390,803,4,10
804,"[1, 2, 3, 4, 5]","[69, 92, 18, 33, 25]",237,804,4,10
805,"[1, 2, 3, 4, 5]","[56, 77, 28, 28, 36]",225,805,4,10
806,"[1, 2, 3, 4, 5]","[60, 48, 44, 48, 33]",233,806,4,10
807,"[1, 2, 3, 4, 5]","[93, 62, 87, 84, 47]",373,807,4,10
808,"[1, 2, 3, 4, 5]","[98, 96, 14, 85, 44]",337,808,4,10
809,"[1, 2, 3, 4, 5]","[18, 94, 47, 20, 35]",214,809,4,10
810,"[1, 2, 3, 4, 5]","[15, 98, 39, 63, 39]",254,810,4,10
811,"[1, 2, 3, 4, 5]","[78, 43, 60, 63, 57]",301,811,4,11
812,"[1, 2, 3, 4, 5]","[34, 58, 45, 30, 54]",221,812,4,11
813,"[1, 2, 3, 4, 5]","[20, 14, 56, 82, 89]",261,813,4,11
814,"[1, 2, 3, 4, 5]","[42, 31, 47, 41, 90]",251,814,4,11
815,"[1, 2, 3, 4, 5]","[13, 81, 36, 32, 12]",174,815,4,11
816,"[1, 2, 3, 4, 5]","[74, 40, 74, 15, 46]",249,816,4,11
817,"[1, 2, 3, 4, 5]","[83, 33, 47, 78, 50]",291,817,4,11
818,"[1, 2, 3, 4, 5]","[65, 30, 52, 95, 46]",288,818,4,11
819,"[1, 2, 3, 4, 5]","[16, 51, 89, 10, 11]",177,819,4,11
820,"[1, 2, 3, 4, 5]","[23, 60, 87, 43, 25]",238,820,4,11
821,"[1, 2, 3, 4, 5]","[83, 35, 33, 12, 100]",263,821,4,12
822,"[1, 2, 3, 4, 5]","[81, 53, 57, 34, 48]",273,822,4,12
823,"[1, 2, 3, 4, 5]","[77, 45, 76, 71, 51]",320,823,4,12
824,"[1, 2, 3, 4, 5]","[26, 57, 27, 44, 50]",204,824,4,12
825,"[1, 2, 3, 4, 5]","[59, 91, 58, 91, 32]",331,825,4,12
826,"[1, 2, 3, 4, 5]","[23, 19, 30, 38, 61]",171,826,4,12
827,"[1, 2, 3, 4, 5]","[64, 77, 54, 45, 83]",323,827,4,12
828,"[1, 2, 3, 4, 5]","[88, 88, 93, 77, 96]",442,828,4,12
829,"[1, 2, 3, 4, 5]","[15, 98, 90, 65, 88]",356,829,4,12
830,"[1, 2, 3, 4, 5]","[70, 17, 20, 67, 40]",214,830,4,12
831,"[1, 2, 3, 4, 5]","[38, 73, 60, 30, 79]",280,831,4,13
832,"[1, 2, 3, 4, 5]","[41, 64, 98, 59, 82]",344,832,4,13
833,"[1, 2, 3, 4, 5]","[92, 51, 77, 79, 37]",336,833,4,13
834,"[1, 2, 3, 4, 5]","[54, 96, 26, 72, 52]",300,834,4,13
835,"[1, 2, 3, 4, 5]","[16, 76, 23, 13, 89]",217,835,4,13
836,"[1, 2, 3, 4, 5]","[23, 53, 70, 44, 60]",250,836,4,13
837,"[1, 2, 3, 4, 5]","[52, 27, 62, 54, 15]",210,837,4,13
838,"[1, 2, 3, 4, 5]","[24, 86, 57, 15, 21]",203,838,4,13
839,"[1, 2, 3, 4, 5]","[38, 13, 38, 46, 29]",164,839,4,13
840,"[1, 2, 3, 4, 5]","[61, 94, 12, 40, 78]",285,840,4,13
841,"[1, 2, 3, 4, 5]","[56, 32, 12, 44, 79]",223,841,4,14
842,"[1, 2, 3, 4, 5]","[74, 21, 33, 51, 66]",245,842,4,14
843,"[1, 2, 3, 4, 5]","[21, 41, 97, 90, 37]",286,843,4,14
844,"[1, 2, 3, 4, 5]","[79, 56, 44, 93, 53]",325,844,4,14
845,"[1, 2, 3, 4, 5]","[53, 82, 16, 31, 59]",241,845,4,14
846,"[1, 2, 3, 4, 5]","[100, 96, 98, 23, 21]",338,846,4,14
847,"[1, 2, 3, 4, 5]","[69, 88, 64, 20, 100]",341,847,4,14
848,"[1, 2, 3, 4, 5]","[26, 62, 56, 55, 88]",287,848,4,14
849,"[1, 2, 3, 4, 5]","[62, 83, 100, 55, 24]",324,849,4,14
850,"[1, 2, 3, 4, 5]","[67, 83, 27, 27, 78]",282,850,4,14
851,"[1, 2, 3, 4, 5]","[79, 91, 50, 19, 40]",279,851,4,15
852,"[1, 2, 3, 4, 5]","[50, 23, 93, 24, 68]",258,852,4,15
853,"[1, 2, 3, 4, 5]","[29, 29, 58, 78, 70]",264,853,4,15
854,"[1, 2, 3, 4, 5]","[38, 98, 84, 35, 74]",329,854,4,15
855,"[1, 2, 3, 4, 5]","[95, 77, 41, 75, 82]",370,855,4,15
856,"[1, 2, 3, 4, 5]","[59, 56, 92, 77, 58]",342,856,4,15
857,"[1, 2, 3, 4, 5]","[98, 34, 90, 88, 100]",410,857,4,15
858,"[1, 2, 3, 4, 5]","[76, 72, 94, 74, 96]",412,858,4,15
859,"[1, 2, 3, 4, 5]","[21, 70, 15, 66, 19]",191,859,4,15
860,"[1, 2, 3, 4, 5]","[57, 44, 40, 57, 57]",255,860,4,15
861,"[1, 2, 3, 4, 5]","[52, 81, 35, 85, 65]",318,861,4,16
862,"[1, 2, 3, 4, 5]","[13, 54, 63, 38, 15]",183,862,4,16
863,"[1, 2, 3, 4, 5]","[73, 62, 26, 30, 43]",234,863,4,16
864,"[1, 2, 3, 4, 5]","[16, 67, 49, 82, 71]",285,864,4,16
865,"[1, 2, 3, 4, 5]","[54, 17, 55, 11, 30]",167,865,4,16
866,"[1, 2, 3, 4, 5]","[67, 18, 87, 73, 97]",342,866,4,16
867,"[1, 2, 3, 4, 5]","[34, 14, 56, 69, 99]",272,867,4,16
868,"[1, 2, 3, 4, 5]","[41, 92, 48, 13, 76]",270,868,4,16
869,"[1, 2, 3, 4, 5]","[59, 98, 48, 38, 87]",330,869,4,16
870,"[1, 2, 3, 4, 5]","[62, 55, 42, 97, 39]",295,870,4,16
871,"[1, 2, 3, 4, 5]","[79, 100, 47, 38, 100]",364,871,4,17
872,"[1, 2, 3, 4, 5]","[25, 68, 58, 91, 28]",270,872,4,17
873,"[1, 2, 3, 4, 5]","[51, 66, 60, 90, 87]",354,873,4,17
874,"[1, 2, 3, 4, 5]","[29, 65, 35, 65, 62]",256,874,4,17
875,"[1, 2, 3, 4, 5]","[56, 31, 19, 51, 49]",206,875,4,17
876,"[1, 2, 3, 4, 5]","[28, 45, 42, 24, 28]",167,876,4,17
877,"[1, 2, 3, 4, 5]","[50, 58, 11, 79, 77]",275,877,4,17
878,"[1, 2, 3, 4, 5]","[43, 44, 82, 15, 85]",269,878,4,17
879,"[1, 2, 3, 4, 5]","[10, 46, 86, 33, 57]",232,879,4,17
880,"[1, 2, 3, 4, 5]","[27, 57, 55, 30, 45]",214,880,4,17
881,"[1, 2, 3, 4, 5]","[80, 66, 67, 51, 57]",321,881,4,18
882,"[1, 2, 3, 4, 5]","[64, 23, 18, 18, 54]",177,882,4,18
883,"[1, 2, 3, 4, 5]","[24, 19, 13, 33, 93]",182,883,4,18
884,"[1, 2, 3, 4, 5]","[100, 66, 12, 93, 25]",296,884,4,18
885,"[1, 2, 3, 4, 5]","[82, 57, 75, 75, 24]",313,885,4,18
886,"[1, 2, 3, 4, 5]","[96, 13, 26, 25, 25]",185,886,4,18
887,"[1, 2, 3, 4, 5]","[73, 67, 18, 23, 46]",227,887,4,18
888,"[1, 2, 3, 4, 5]","[66, 91, 85, 87, 22]",351,888,4,18
889,"[1, 2, 3, 4, 5]","[42, 70, 97, 16, 54]",279,889,4,18
890,"[1, 2, 3, 4, 5]","[100, 74, 14, 11, 77]",276,890,4,18
891,"[1, 2, 3, 4, 5]","[20, 12, 43, 91, 98]",264,891,4,19
892,"[1, 2, 3, 4, 5]","[92, 52, 67, 62, 35]",308,892,4,19
893,"[1, 2, 3, 4, 5]","[54, 32, 88, 11, 56]",241,893,4,19
894,"[1, 2, 3, 4, 5]","[26, 99, 41, 50, 80]",296,894,4,19
895,"[1, 2, 3, 4, 5]","[79, 77, 74, 35, 70]",335,895,4,19
896,"[1, 2, 3, 4, 5]","[60, 68, 78, 89, 14]",309,896,4,19
897,"[1, 2, 3, 4, 5]","[90, 42, 48, 69, 71]",320,897,4,19
898,"[1, 2, 3, 4, 5]","[24, 13, 16, 94, 10]",157,898,4,19
899,"[1, 2, 3, 4, 5]","[77, 11, 80, 39, 96]",303,899,4,19
900,"[1, 2, 3, 4, 5]","[43, 36, 83, 73, 31]",266,900,4,19
901,"[1, 2, 3, 4, 5]","[68, 29, 26, 10, 63]",196,901,4,20
902,"[1, 2, 3, 4, 5]","[83, 26, 13, 48, 66]",236,902,4,20
903,"[1, 2, 3, 4, 5]","[93, 90, 96, 39, 56]",374,903,4,20
904,"[1, 2, 3, 4, 5]","[44, 50, 66, 76, 74]",310,904,4,20
905,"[1, 2, 3, 4, 5]","[99, 56, 44, 87, 78]",364,905,4,20
906,"[1, 2, 3, 4, 5]","[87, 31, 85, 53, 34]",290,906,4,20
907,"[1, 2, 3, 4, 5]","[32, 36, 69, 30, 28]",195,907,4,20
908,"[1, 2, 3, 4, 5]","[64, 38, 29, 48, 99]",278,908,4,20
909,"[1, 2, 3, 4, 5]","[15, 83, 100, 57, 67]",322,909,4,20
910,"[1, 2, 3, 4, 5]","[98, 57, 81, 66, 26]",328,910,4,20
911,"[1, 2, 3, 4, 5]","[21, 59, 29, 56, 13]",178,911,4,21
912,"[1, 2, 3, 4, 5]","[77, 26, 46, 16, 73]",238,912,4,21
913,"[1, 2, 3, 4, 5]","[87, 31, 34, 97, 60]",309,913,4,21
914,"[1, 2, 3, 4, 5]","[61, 48, 26, 28, 99]",262,914,4,21
915,"[1, 2, 3, 4, 5]","[34, 73, 84, 23, 95]",309,915,4,21
916,"[1, 2, 3, 4, 5]","[17, 81, 13, 83, 64]",258,916,4,21
917,"[1, 2, 3, 4, 5]","[54, 18, 37, 89, 76]",274,917,4,21
918,"[1, 2, 3, 4, 5]","[75, 84, 60, 50, 58]",327,918,4,21
919,"[1, 2, 3, 4, 5]","[64, 66, 14, 63, 18]",225,919,4,21
920,"[1, 2, 3, 4, 5]","[48, 61, 31, 70, 87]",297,920,4,21
921,"[1, 2, 3, 4, 5]","[77, 67, 70, 27, 99]",340,921,4,22
922,"[1, 2, 3, 4, 5]","[12, 12, 94, 42, 76]",236,922,4,22
923,"[1, 2, 3, 4, 5]","[33, 36, 38, 45, 14]",166,923,4,22
924,"[1, 2, 3, 4, 5]","[56, 45, 19, 58, 25]",203,924,4,22
925,"[1, 2, 3, 4, 5]","[30, 12, 35, 99, 15]",191,925,4,22
926,"[1, 2, 3, 4, 5]","[27, 100, 53, 64, 45]",289,926,4,22
927,"[1, 2, 3, 4, 5]","[55, 93, 37, 70, 87]",342,927,4,22
928,"[1, 2, 3, 4, 5]","[88, 75, 83, 40, 79]",365,928,4,22
929,"[1, 2, 3, 4, 5]","[62, 77, 11, 77, 64]",291,929,4,22
930,"[1, 2, 3, 4, 5]","[96, 37, 59, 95, 71]",358,930,4,22
931,"[1, 2, 3, 4, 5]","[95, 70, 35, 11, 73]",284,931,4,23
932,"[1, 2, 3, 4, 5]","[96, 75, 88, 24, 53]",336,932,4,23
933,"[1, 2, 3, 4, 5]","[72, 58, 75, 55, 83]",343,933,4,23
934,"[1, 2, 3, 4, 5]","[57, 23, 69, 61, 11]",221,934,4,23
935,"[1, 2, 3, 4, 5]","[87, 22, 79, 95, 67]",350,935,4,23
936,"[1, 2, 3, 4, 5]","[55, 100, 52, 87, 39]",333,936,4,23
937,"[1, 2, 3, 4, 5]","[68, 99, 93, 19, 57]",336,937,4,23
938,"[1, 2, 3, 4, 5]","[25, 54, 44, 41, 11]",175,938,4,23
939,"[1, 2, 3, 4, 5]","[53, 66, 82, 45, 35]",281,939,4,23
940,"[1, 2, 3, 4, 5]","[65, 74, 28, 31, 38]",236,940,4,23
941,"[1, 2, 3, 4, 5]","[35, 51, 12, 35, 58]",191,941,4,24
942,"[1, 2, 3, 4, 5]","[16, 10, 49, 39, 44]",158,942,4,24
943,"[1, 2, 3, 4, 5]","[73, 20, 49, 20, 26]",188,943,4,24
944,"[1, 2, 3, 4, 5]","[77, 40, 45, 92, 51]",305,944,4,24
945,"[1, 2, 3, 4, 5]","[87, 46, 62, 20, 35]",250,945,4,24
946,"[1, 2, 3, 4, 5]","[91, 37, 73, 77, 23]",301,946,4,24
947,"[1, 2, 3, 4, 5]","[97, 11, 12, 68, 36]",224,947,4,24
948,"[1, 2, 3, 4, 5]","[18, 14, 44, 63, 79]",218,948,4,24
949,"[1, 2, 3, 4, 5]","[86, 36, 81, 80, 96]",379,949,4,24
950,"[1, 2, 3, 4, 5]","[63, 84, 54, 85, 82]",368,950,4,24
951,"[1, 2, 3, 4, 5]","[25, 28, 75, 24, 75]",227,951,4,25
952,"[1, 2, 3, 4, 5]","[32, 52, 79, 19, 77]",259,952,4,25
953,"[1, 2, 3, 4, 5]","[74, 46, 100, 100, 45]",365,953,4,25
954,"[1, 2, 3, 4, 5]","[43, 42, 19, 16, 85]",205,954,4,25
955,"[1, 2, 3, 4, 5]","[19, 92, 51, 30, 94]",286,955,4,25
956,"[1, 2, 3, 4, 5]","[73, 10, 63, 29, 91]",266,956,4,25
957,"[1, 2, 3, 4, 5]","[28, 95, 85, 17, 39]",264,957,4,25
958,"[1, 2, 3, 4, 5]","[71, 74, 67, 86, 28]",326,958,4,25
959,"[1, 2, 3, 4, 5]","[79, 63, 74, 60, 44]",320,959,4,25
960,"[1, 2, 3, 4, 5]","[32, 57, 68, 30, 64]",251,960,4,25
961,"[1, 2, 3, 4, 5]","[70, 82, 26, 35, 81]",294,961,5,1
962,"[1, 2, 3, 4, 5]","[71, 23, 27, 99, 53]",273,962,5,1
963,"[1, 2, 3, 4, 5]","[54, 30, 74, 75, 17]",250,963,5,1
964,"[1, 2, 3, 4, 5]","[14, 55, 15, 70, 81]",235,964,5,1
965,"[1, 2, 3, 4, 5]","[46, 32, 99, 29, 41]",247,965,5,1
966,"[1, 2, 3, 4, 5]","[47, 89, 83, 88, 47]",354,966,5,1
967,"[1, 2, 3, 4, 5]","[89, 13, 47, 45, 46]",240,967,5,1
968,"[1, 2, 3, 4, 5]","[93, 99, 34, 20, 71]",317,968,5,1
969,"[1, 2, 3, 4, 5]","[74, 76, 66, 69, 84]",369,969,5,1
970,"[1, 2, 3, 4, 5]","[71, 24, 13, 41, 76]",225,970,5,1
971,"[1, 2, 3, 4, 5]","[76, 21, 75, 80, 85]",337,971,5,2
